Column1;col1;col2
1882;u+0001f1f1;\xf0\x9f\x87\xb1
1883;u+0001f1f1u+0001f1f9;\xf0\x9f\x87\xb1\xf0\x9f\x87\xb9
1884;u+0001f1f1;\xf0\x9f\x87\xb1
1885;u+0001f1f1u+0001f1fa;\xf0\x9f\x87\xb1\xf0\x9f\x87\xba
1886;u+0001f1f1;\xf0\x9f\x87\xb1
1887;u+0001f1f1u+0001f1fb;\xf0\x9f\x87\xb1\xf0\x9f\x87\xbb
1888;u+0001f1f1;\xf0\x9f\x87\xb1
1889;u+0001f1f1u+0001f1fe;\xf0\x9f\x87\xb1\xf0\x9f\x87\xbe
1890;u+0001f1f2;\xf0\x9f\x87\xb2
1891;u+0001f1f2u+0001f1e6;\xf0\x9f\x87\xb2\xf0\x9f\x87\xa6
1892;u+0001f1f2;\xf0\x9f\x87\xb2
1893;u+0001f1f2u+0001f1e8;\xf0\x9f\x87\xb2\xf0\x9f\x87\xa8
1894;u+0001f1f2;\xf0\x9f\x87\xb2
1895;u+0001f1f2u+0001f1e9;\xf0\x9f\x87\xb2\xf0\x9f\x87\xa9
1896;u+0001f1f2;\xf0\x9f\x87\xb2
1897;u+0001f1f2u+0001f1ea;\xf0\x9f\x87\xb2\xf0\x9f\x87\xaa
1898;u+0001f1f2;\xf0\x9f\x87\xb2
1899;u+0001f1f2u+0001f1eb;\xf0\x9f\x87\xb2\xf0\x9f\x87\xab
1900;u+0001f1f2;\xf0\x9f\x87\xb2
1901;u+0001f1f2u+0001f1ec;\xf0\x9f\x87\xb2\xf0\x9f\x87\xac
1902;u+0001f1f2;\xf0\x9f\x87\xb2
1903;u+0001f1f2u+0001f1ed;\xf0\x9f\x87\xb2\xf0\x9f\x87\xad
1904;u+0001f1f2;\xf0\x9f\x87\xb2
1905;u+0001f1f2u+0001f1f0;\xf0\x9f\x87\xb2\xf0\x9f\x87\xb0
1906;u+0001f1f2;\xf0\x9f\x87\xb2
1907;u+0001f1f2u+0001f1f1;\xf0\x9f\x87\xb2\xf0\x9f\x87\xb1
1908;u+0001f1f2;\xf0\x9f\x87\xb2
1909;u+0001f1f2u+0001f1f2;\xf0\x9f\x87\xb2\xf0\x9f\x87\xb2
1910;u+0001f1f2;\xf0\x9f\x87\xb2
1911;u+0001f1f2u+0001f1f3;\xf0\x9f\x87\xb2\xf0\x9f\x87\xb3
1912;u+0001f1f2;\xf0\x9f\x87\xb2
1913;u+0001f1f2u+0001f1f4;\xf0\x9f\x87\xb2\xf0\x9f\x87\xb4
1914;u+0001f1f2;\xf0\x9f\x87\xb2
1915;u+0001f1f2u+0001f1f5;\xf0\x9f\x87\xb2\xf0\x9f\x87\xb5
1916;u+0001f1f2;\xf0\x9f\x87\xb2
1917;u+0001f1f2u+0001f1f6;\xf0\x9f\x87\xb2\xf0\x9f\x87\xb6
1918;u+0001f1f2;\xf0\x9f\x87\xb2
1919;u+0001f1f2u+0001f1f7;\xf0\x9f\x87\xb2\xf0\x9f\x87\xb7
1920;u+0001f1f2;\xf0\x9f\x87\xb2
1921;u+0001f1f2u+0001f1f8;\xf0\x9f\x87\xb2\xf0\x9f\x87\xb8
1922;u+0001f1f2;\xf0\x9f\x87\xb2
1923;u+0001f1f2u+0001f1f9;\xf0\x9f\x87\xb2\xf0\x9f\x87\xb9
1924;u+0001f1f2;\xf0\x9f\x87\xb2
1925;u+0001f1f2u+0001f1fa;\xf0\x9f\x87\xb2\xf0\x9f\x87\xba
1926;u+0001f1f2;\xf0\x9f\x87\xb2
1927;u+0001f1f2u+0001f1fb;\xf0\x9f\x87\xb2\xf0\x9f\x87\xbb
1928;u+0001f1f2;\xf0\x9f\x87\xb2
1929;u+0001f1f2u+0001f1fc;\xf0\x9f\x87\xb2\xf0\x9f\x87\xbc
1930;u+0001f1f2;\xf0\x9f\x87\xb2
1931;u+0001f1f2u+0001f1fd;\xf0\x9f\x87\xb2\xf0\x9f\x87\xbd
1932;u+0001f1f2;\xf0\x9f\x87\xb2
1933;u+0001f1f2u+0001f1fe;\xf0\x9f\x87\xb2\xf0\x9f\x87\xbe
1934;u+0001f1f2;\xf0\x9f\x87\xb2
1935;u+0001f1f2u+0001f1ff;\xf0\x9f\x87\xb2\xf0\x9f\x87\xbf
1936;u+0001f1f3;\xf0\x9f\x87\xb3
1937;u+0001f1f3u+0001f1e6;\xf0\x9f\x87\xb3\xf0\x9f\x87\xa6
1938;u+0001f1f3;\xf0\x9f\x87\xb3
1939;u+0001f1f3u+0001f1e8;\xf0\x9f\x87\xb3\xf0\x9f\x87\xa8
1940;u+0001f1f3;\xf0\x9f\x87\xb3
1941;u+0001f1f3u+0001f1ea;\xf0\x9f\x87\xb3\xf0\x9f\x87\xaa
1942;u+0001f1f3;\xf0\x9f\x87\xb3
1943;u+0001f1f3u+0001f1eb;\xf0\x9f\x87\xb3\xf0\x9f\x87\xab
1944;u+0001f1f3;\xf0\x9f\x87\xb3
1945;u+0001f1f3u+0001f1ec;\xf0\x9f\x87\xb3\xf0\x9f\x87\xac
1946;u+0001f1f3;\xf0\x9f\x87\xb3
1947;u+0001f1f3u+0001f1ee;\xf0\x9f\x87\xb3\xf0\x9f\x87\xae
1948;u+0001f1f3;\xf0\x9f\x87\xb3
1949;u+0001f1f3u+0001f1f1;\xf0\x9f\x87\xb3\xf0\x9f\x87\xb1
1950;u+0001f1f3;\xf0\x9f\x87\xb3
1951;u+0001f1f3u+0001f1f4;\xf0\x9f\x87\xb3\xf0\x9f\x87\xb4
1952;u+0001f1f3;\xf0\x9f\x87\xb3
1953;u+0001f1f3u+0001f1f5;\xf0\x9f\x87\xb3\xf0\x9f\x87\xb5
1954;u+0001f1f3;\xf0\x9f\x87\xb3
1955;u+0001f1f3u+0001f1f7;\xf0\x9f\x87\xb3\xf0\x9f\x87\xb7
1956;u+0001f1f3;\xf0\x9f\x87\xb3
1957;u+0001f1f3u+0001f1fa;\xf0\x9f\x87\xb3\xf0\x9f\x87\xba
1958;u+0001f1f3;\xf0\x9f\x87\xb3
1959;u+0001f1f3u+0001f1ff;\xf0\x9f\x87\xb3\xf0\x9f\x87\xbf
1960;u+0001f1f4;\xf0\x9f\x87\xb4
1961;u+0001f1f4u+0001f1f2;\xf0\x9f\x87\xb4\xf0\x9f\x87\xb2
1962;u+0001f1f5;\xf0\x9f\x87\xb5
1963;u+0001f1f5u+0001f1e6;\xf0\x9f\x87\xb5\xf0\x9f\x87\xa6
1964;u+0001f1f5;\xf0\x9f\x87\xb5
1965;u+0001f1f5u+0001f1ea;\xf0\x9f\x87\xb5\xf0\x9f\x87\xaa
1966;u+0001f1f5;\xf0\x9f\x87\xb5
1967;u+0001f1f5u+0001f1eb;\xf0\x9f\x87\xb5\xf0\x9f\x87\xab
1968;u+0001f1f5;\xf0\x9f\x87\xb5
1969;u+0001f1f5u+0001f1ec;\xf0\x9f\x87\xb5\xf0\x9f\x87\xac
1970;u+0001f1f5;\xf0\x9f\x87\xb5
1971;u+0001f1f5u+0001f1ed;\xf0\x9f\x87\xb5\xf0\x9f\x87\xad
1972;u+0001f1f5;\xf0\x9f\x87\xb5
1973;u+0001f1f5u+0001f1f0;\xf0\x9f\x87\xb5\xf0\x9f\x87\xb0
1974;u+0001f1f5;\xf0\x9f\x87\xb5
1975;u+0001f1f5u+0001f1f1;\xf0\x9f\x87\xb5\xf0\x9f\x87\xb1
1976;u+0001f1f5;\xf0\x9f\x87\xb5
1977;u+0001f1f5u+0001f1f2;\xf0\x9f\x87\xb5\xf0\x9f\x87\xb2
1978;u+0001f1f5;\xf0\x9f\x87\xb5
1979;u+0001f1f5u+0001f1f3;\xf0\x9f\x87\xb5\xf0\x9f\x87\xb3
1980;u+0001f1f5;\xf0\x9f\x87\xb5
1981;u+0001f1f5u+0001f1f7;\xf0\x9f\x87\xb5\xf0\x9f\x87\xb7
1982;u+0001f1f5;\xf0\x9f\x87\xb5
1983;u+0001f1f5u+0001f1f8;\xf0\x9f\x87\xb5\xf0\x9f\x87\xb8
1984;u+0001f1f5;\xf0\x9f\x87\xb5
1985;u+0001f1f5u+0001f1f9;\xf0\x9f\x87\xb5\xf0\x9f\x87\xb9
1986;u+0001f1f5;\xf0\x9f\x87\xb5
1987;u+0001f1f5u+0001f1fc;\xf0\x9f\x87\xb5\xf0\x9f\x87\xbc
1988;u+0001f1f5;\xf0\x9f\x87\xb5
1989;u+0001f1f5u+0001f1fe;\xf0\x9f\x87\xb5\xf0\x9f\x87\xbe
1990;u+0001f1f6;\xf0\x9f\x87\xb6
1991;u+0001f1f6u+0001f1e6;\xf0\x9f\x87\xb6\xf0\x9f\x87\xa6
1992;u+0001f1f7;\xf0\x9f\x87\xb7
1993;u+0001f1f7u+0001f1ea;\xf0\x9f\x87\xb7\xf0\x9f\x87\xaa
1994;u+0001f1f7;\xf0\x9f\x87\xb7
1995;u+0001f1f7u+0001f1f4;\xf0\x9f\x87\xb7\xf0\x9f\x87\xb4
1996;u+0001f1f7;\xf0\x9f\x87\xb7
1997;u+0001f1f7u+0001f1f8;\xf0\x9f\x87\xb7\xf0\x9f\x87\xb8
1998;u+0001f1f7;\xf0\x9f\x87\xb7
1999;u+0001f1f7u+0001f1fa;\xf0\x9f\x87\xb7\xf0\x9f\x87\xba
2000;u+0001f1f7;\xf0\x9f\x87\xb7
2001;u+0001f1f7u+0001f1fc;\xf0\x9f\x87\xb7\xf0\x9f\x87\xbc
2002;u+0001f1f8;\xf0\x9f\x87\xb8
2003;u+0001f1f8u+0001f1e6;\xf0\x9f\x87\xb8\xf0\x9f\x87\xa6
2004;u+0001f1f8;\xf0\x9f\x87\xb8
2005;u+0001f1f8u+0001f1e7;\xf0\x9f\x87\xb8\xf0\x9f\x87\xa7
2006;u+0001f1f8;\xf0\x9f\x87\xb8
2007;u+0001f1f8u+0001f1e8;\xf0\x9f\x87\xb8\xf0\x9f\x87\xa8
2008;u+0001f1f8;\xf0\x9f\x87\xb8
2009;u+0001f1f8u+0001f1e9;\xf0\x9f\x87\xb8\xf0\x9f\x87\xa9
2010;u+0001f1f8;\xf0\x9f\x87\xb8
2011;u+0001f1f8u+0001f1ea;\xf0\x9f\x87\xb8\xf0\x9f\x87\xaa
2012;u+0001f1f8;\xf0\x9f\x87\xb8
2013;u+0001f1f8u+0001f1ec;\xf0\x9f\x87\xb8\xf0\x9f\x87\xac
2014;u+0001f1f8;\xf0\x9f\x87\xb8
2015;u+0001f1f8u+0001f1ed;\xf0\x9f\x87\xb8\xf0\x9f\x87\xad
2016;u+0001f1f8;\xf0\x9f\x87\xb8
2017;u+0001f1f8u+0001f1ee;\xf0\x9f\x87\xb8\xf0\x9f\x87\xae
2018;u+0001f1f8;\xf0\x9f\x87\xb8
2019;u+0001f1f8u+0001f1ef;\xf0\x9f\x87\xb8\xf0\x9f\x87\xaf
2020;u+0001f1f8;\xf0\x9f\x87\xb8
2021;u+0001f1f8u+0001f1f0;\xf0\x9f\x87\xb8\xf0\x9f\x87\xb0
2022;u+0001f1f8;\xf0\x9f\x87\xb8
2023;u+0001f1f8u+0001f1f1;\xf0\x9f\x87\xb8\xf0\x9f\x87\xb1
2024;u+0001f1f8;\xf0\x9f\x87\xb8
2025;u+0001f1f8u+0001f1f2;\xf0\x9f\x87\xb8\xf0\x9f\x87\xb2
2026;u+0001f1f8;\xf0\x9f\x87\xb8
2027;u+0001f1f8u+0001f1f3;\xf0\x9f\x87\xb8\xf0\x9f\x87\xb3
2028;u+0001f1f8;\xf0\x9f\x87\xb8
2029;u+0001f1f8u+0001f1f4;\xf0\x9f\x87\xb8\xf0\x9f\x87\xb4
2030;u+0001f1f8;\xf0\x9f\x87\xb8
2031;u+0001f1f8u+0001f1f7;\xf0\x9f\x87\xb8\xf0\x9f\x87\xb7
2032;u+0001f1f8;\xf0\x9f\x87\xb8
2033;u+0001f1f8u+0001f1f8;\xf0\x9f\x87\xb8\xf0\x9f\x87\xb8
2034;u+0001f1f8;\xf0\x9f\x87\xb8
2035;u+0001f1f8u+0001f1f9;\xf0\x9f\x87\xb8\xf0\x9f\x87\xb9
2036;u+0001f1f8;\xf0\x9f\x87\xb8
2037;u+0001f1f8u+0001f1fb;\xf0\x9f\x87\xb8\xf0\x9f\x87\xbb
2038;u+0001f1f8;\xf0\x9f\x87\xb8
2039;u+0001f1f8u+0001f1fd;\xf0\x9f\x87\xb8\xf0\x9f\x87\xbd
2040;u+0001f1f8;\xf0\x9f\x87\xb8
2041;u+0001f1f8u+0001f1fe;\xf0\x9f\x87\xb8\xf0\x9f\x87\xbe
2042;u+0001f1f8;\xf0\x9f\x87\xb8
2043;u+0001f1f8u+0001f1ff;\xf0\x9f\x87\xb8\xf0\x9f\x87\xbf
2044;u+0001f1f9;\xf0\x9f\x87\xb9
2045;u+0001f1f9u+0001f1e6;\xf0\x9f\x87\xb9\xf0\x9f\x87\xa6
2046;u+0001f1f9;\xf0\x9f\x87\xb9
2047;u+0001f1f9u+0001f1e8;\xf0\x9f\x87\xb9\xf0\x9f\x87\xa8
2048;u+0001f1f9;\xf0\x9f\x87\xb9
2049;u+0001f1f9u+0001f1e9;\xf0\x9f\x87\xb9\xf0\x9f\x87\xa9
2050;u+0001f1f9;\xf0\x9f\x87\xb9
2051;u+0001f1f9u+0001f1eb;\xf0\x9f\x87\xb9\xf0\x9f\x87\xab
2052;u+0001f1f9;\xf0\x9f\x87\xb9
2053;u+0001f1f9u+0001f1ec;\xf0\x9f\x87\xb9\xf0\x9f\x87\xac
2054;u+0001f1f9;\xf0\x9f\x87\xb9
2055;u+0001f1f9u+0001f1ed;\xf0\x9f\x87\xb9\xf0\x9f\x87\xad
2056;u+0001f1f9;\xf0\x9f\x87\xb9
2057;u+0001f1f9u+0001f1ef;\xf0\x9f\x87\xb9\xf0\x9f\x87\xaf
2058;u+0001f1f9;\xf0\x9f\x87\xb9
2059;u+0001f1f9u+0001f1f0;\xf0\x9f\x87\xb9\xf0\x9f\x87\xb0
2060;u+0001f1f9;\xf0\x9f\x87\xb9
2061;u+0001f1f9u+0001f1f1;\xf0\x9f\x87\xb9\xf0\x9f\x87\xb1
2062;u+0001f1f9;\xf0\x9f\x87\xb9
2063;u+0001f1f9u+0001f1f2;\xf0\x9f\x87\xb9\xf0\x9f\x87\xb2
2064;u+0001f1f9;\xf0\x9f\x87\xb9
2065;u+0001f1f9u+0001f1f3;\xf0\x9f\x87\xb9\xf0\x9f\x87\xb3
2066;u+0001f1f9;\xf0\x9f\x87\xb9
2067;u+0001f1f9u+0001f1f4;\xf0\x9f\x87\xb9\xf0\x9f\x87\xb4
2068;u+0001f1f9;\xf0\x9f\x87\xb9
2069;u+0001f1f9u+0001f1f7;\xf0\x9f\x87\xb9\xf0\x9f\x87\xb7
2070;u+0001f1f9;\xf0\x9f\x87\xb9
2071;u+0001f1f9u+0001f1f9;\xf0\x9f\x87\xb9\xf0\x9f\x87\xb9
2072;u+0001f1f9;\xf0\x9f\x87\xb9
2073;u+0001f1f9u+0001f1fb;\xf0\x9f\x87\xb9\xf0\x9f\x87\xbb
2074;u+0001f1f9;\xf0\x9f\x87\xb9
2075;u+0001f1f9u+0001f1fc;\xf0\x9f\x87\xb9\xf0\x9f\x87\xbc
2076;u+0001f1f9;\xf0\x9f\x87\xb9
2077;u+0001f1f9u+0001f1ff;\xf0\x9f\x87\xb9\xf0\x9f\x87\xbf
2078;u+0001f1fa;\xf0\x9f\x87\xba
2079;u+0001f1fau+0001f1e6;\xf0\x9f\x87\xba\xf0\x9f\x87\xa6
2080;u+0001f1fa;\xf0\x9f\x87\xba
2081;u+0001f1fau+0001f1ec;\xf0\x9f\x87\xba\xf0\x9f\x87\xac
2082;u+0001f1fa;\xf0\x9f\x87\xba
2083;u+0001f1fau+0001f1f2;\xf0\x9f\x87\xba\xf0\x9f\x87\xb2
2084;u+0001f1fa;\xf0\x9f\x87\xba
2085;u+0001f1fau+0001f1f3;\xf0\x9f\x87\xba\xf0\x9f\x87\xb3
2086;u+0001f1fa;\xf0\x9f\x87\xba
2087;u+0001f1fau+0001f1f8;\xf0\x9f\x87\xba\xf0\x9f\x87\xb8
2088;u+0001f1fa;\xf0\x9f\x87\xba
2089;u+0001f1fau+0001f1fe;\xf0\x9f\x87\xba\xf0\x9f\x87\xbe
2090;u+0001f1fa;\xf0\x9f\x87\xba
2091;u+0001f1fau+0001f1ff;\xf0\x9f\x87\xba\xf0\x9f\x87\xbf
2092;u+0001f1fb;\xf0\x9f\x87\xbb
2093;u+0001f1fbu+0001f1e6;\xf0\x9f\x87\xbb\xf0\x9f\x87\xa6
2094;u+0001f1fb;\xf0\x9f\x87\xbb
2095;u+0001f1fbu+0001f1e8;\xf0\x9f\x87\xbb\xf0\x9f\x87\xa8
2096;u+0001f1fb;\xf0\x9f\x87\xbb
2097;u+0001f1fbu+0001f1ea;\xf0\x9f\x87\xbb\xf0\x9f\x87\xaa
2098;u+0001f1fb;\xf0\x9f\x87\xbb
2099;u+0001f1fbu+0001f1ec;\xf0\x9f\x87\xbb\xf0\x9f\x87\xac
2100;u+0001f1fb;\xf0\x9f\x87\xbb
2101;u+0001f1fbu+0001f1ee;\xf0\x9f\x87\xbb\xf0\x9f\x87\xae
2102;u+0001f1fb;\xf0\x9f\x87\xbb
2103;u+0001f1fbu+0001f1f3;\xf0\x9f\x87\xbb\xf0\x9f\x87\xb3
2104;u+0001f1fb;\xf0\x9f\x87\xbb
2105;u+0001f1fbu+0001f1fa;\xf0\x9f\x87\xbb\xf0\x9f\x87\xba
2106;u+0001f1fc;\xf0\x9f\x87\xbc
2107;u+0001f1fcu+0001f1eb;\xf0\x9f\x87\xbc\xf0\x9f\x87\xab
2108;u+0001f1fc;\xf0\x9f\x87\xbc
2109;u+0001f1fcu+0001f1f8;\xf0\x9f\x87\xbc\xf0\x9f\x87\xb8
2110;u+0001f1fd;\xf0\x9f\x87\xbd
2111;u+0001f1fdu+0001f1f0;\xf0\x9f\x87\xbd\xf0\x9f\x87\xb0
2112;u+0001f1fe;\xf0\x9f\x87\xbe
2113;u+0001f1feu+0001f1ea;\xf0\x9f\x87\xbe\xf0\x9f\x87\xaa
2114;u+0001f1fe;\xf0\x9f\x87\xbe
2115;u+0001f1feu+0001f1f9;\xf0\x9f\x87\xbe\xf0\x9f\x87\xb9
2116;u+0001f1ff;\xf0\x9f\x87\xbf
2117;u+0001f1ffu+0001f1e6;\xf0\x9f\x87\xbf\xf0\x9f\x87\xa6
2118;u+0001f1ff;\xf0\x9f\x87\xbf
2119;u+0001f1ffu+0001f1f2;\xf0\x9f\x87\xbf\xf0\x9f\x87\xb2
2120;u+0001f1ff;\xf0\x9f\x87\xbf
2121;u+0001f1ffu+0001f1fc;\xf0\x9f\x87\xbf\xf0\x9f\x87\xbc
2122;u+0001f3f4;\xf0\x9f\x8f\xb4
2123;u+0001f3f4u+000e0067u+000e0062u+000e0065u+000e006eu+000e0067u+000e007f;\xf0\x9f\x8f\xb4\xf3\xa0\x81\xa7\xf3\xa0\x81\xa2\xf3\xa0\x81\xa5\xf3\xa0\x81\xae\xf3\xa0\x81\xa7\xf3\xa0\x81\xbf
2124;u+0001f3f4;\xf0\x9f\x8f\xb4
2125;u+0001f3f4u+000e0067u+000e0062u+000e0073u+000e0063u+000e0074u+000e007f;\xf0\x9f\x8f\xb4\xf3\xa0\x81\xa7\xf3\xa0\x81\xa2\xf3\xa0\x81\xb3\xf3\xa0\x81\xa3\xf3\xa0\x81\xb4\xf3\xa0\x81\xbf
2126;u+0001f3f4;\xf0\x9f\x8f\xb4
2127;u+0001f3f4u+000e0067u+000e0062u+000e0077u+000e006cu+000e0073u+000e007f;\xf0\x9f\x8f\xb4\xf3\xa0\x81\xa7\xf3\xa0\x81\xa2\xf3\xa0\x81\xb7\xf3\xa0\x81\xac\xf3\xa0\x81\xb3\xf3\xa0\x81\xbf
2128;u+0000261d;\xe2\x98\x9d
2129;u+0000261du+0001f3fb;\xe2\x98\x9d\xf0\x9f\x8f\xbb
2130;u+0000261d;\xe2\x98\x9d
2131;u+0000261du+0001f3fc;\xe2\x98\x9d\xf0\x9f\x8f\xbc
2132;u+0000261d;\xe2\x98\x9d
2133;u+0000261du+0001f3fd;\xe2\x98\x9d\xf0\x9f\x8f\xbd
2134;u+0000261d;\xe2\x98\x9d
2135;u+0000261du+0001f3fe;\xe2\x98\x9d\xf0\x9f\x8f\xbe
2136;u+0000261d;\xe2\x98\x9d
2137;u+0000261du+0001f3ff;\xe2\x98\x9d\xf0\x9f\x8f\xbf
2138;u+000026f9;\xe2\x9b\xb9
2139;u+000026f9u+0001f3fb;\xe2\x9b\xb9\xf0\x9f\x8f\xbb
2140;u+000026f9;\xe2\x9b\xb9
2141;u+000026f9u+0001f3fc;\xe2\x9b\xb9\xf0\x9f\x8f\xbc
2142;u+000026f9;\xe2\x9b\xb9
2143;u+000026f9u+0001f3fd;\xe2\x9b\xb9\xf0\x9f\x8f\xbd
2144;u+000026f9;\xe2\x9b\xb9
2145;u+000026f9u+0001f3fe;\xe2\x9b\xb9\xf0\x9f\x8f\xbe
2146;u+000026f9;\xe2\x9b\xb9
2147;u+000026f9u+0001f3ff;\xe2\x9b\xb9\xf0\x9f\x8f\xbf
2148;u+0000270a;\xe2\x9c\x8a
2149;u+0000270au+0001f3fb;\xe2\x9c\x8a\xf0\x9f\x8f\xbb
2150;u+0000270a;\xe2\x9c\x8a
2151;u+0000270au+0001f3fc;\xe2\x9c\x8a\xf0\x9f\x8f\xbc
2152;u+0000270a;\xe2\x9c\x8a
2153;u+0000270au+0001f3fd;\xe2\x9c\x8a\xf0\x9f\x8f\xbd
2154;u+0000270a;\xe2\x9c\x8a
2155;u+0000270au+0001f3fe;\xe2\x9c\x8a\xf0\x9f\x8f\xbe
2156;u+0000270a;\xe2\x9c\x8a
2157;u+0000270au+0001f3ff;\xe2\x9c\x8a\xf0\x9f\x8f\xbf
2158;u+0000270b;\xe2\x9c\x8b
2159;u+0000270bu+0001f3fb;\xe2\x9c\x8b\xf0\x9f\x8f\xbb
2160;u+0000270b;\xe2\x9c\x8b
2161;u+0000270bu+0001f3fc;\xe2\x9c\x8b\xf0\x9f\x8f\xbc
2162;u+0000270b;\xe2\x9c\x8b
2163;u+0000270bu+0001f3fd;\xe2\x9c\x8b\xf0\x9f\x8f\xbd
2164;u+0000270b;\xe2\x9c\x8b
2165;u+0000270bu+0001f3fe;\xe2\x9c\x8b\xf0\x9f\x8f\xbe
2166;u+0000270b;\xe2\x9c\x8b
2167;u+0000270bu+0001f3ff;\xe2\x9c\x8b\xf0\x9f\x8f\xbf
2168;u+0000270c;\xe2\x9c\x8c
2169;u+0000270cu+0001f3fb;\xe2\x9c\x8c\xf0\x9f\x8f\xbb
2170;u+0000270c;\xe2\x9c\x8c
2171;u+0000270cu+0001f3fc;\xe2\x9c\x8c\xf0\x9f\x8f\xbc
2172;u+0000270c;\xe2\x9c\x8c
2173;u+0000270cu+0001f3fd;\xe2\x9c\x8c\xf0\x9f\x8f\xbd
2174;u+0000270c;\xe2\x9c\x8c
2175;u+0000270cu+0001f3fe;\xe2\x9c\x8c\xf0\x9f\x8f\xbe
2176;u+0000270c;\xe2\x9c\x8c
2177;u+0000270cu+0001f3ff;\xe2\x9c\x8c\xf0\x9f\x8f\xbf
2178;u+0000270d;\xe2\x9c\x8d
2179;u+0000270du+0001f3fb;\xe2\x9c\x8d\xf0\x9f\x8f\xbb
2180;u+0000270d;\xe2\x9c\x8d
2181;u+0000270du+0001f3fc;\xe2\x9c\x8d\xf0\x9f\x8f\xbc
2182;u+0000270d;\xe2\x9c\x8d
2183;u+0000270du+0001f3fd;\xe2\x9c\x8d\xf0\x9f\x8f\xbd
2184;u+0000270d;\xe2\x9c\x8d
2185;u+0000270du+0001f3fe;\xe2\x9c\x8d\xf0\x9f\x8f\xbe
2186;u+0000270d;\xe2\x9c\x8d
2187;u+0000270du+0001f3ff;\xe2\x9c\x8d\xf0\x9f\x8f\xbf
2188;u+0001f385;\xf0\x9f\x8e\x85
2189;u+0001f385u+0001f3fb;\xf0\x9f\x8e\x85\xf0\x9f\x8f\xbb
2190;u+0001f385;\xf0\x9f\x8e\x85
2191;u+0001f385u+0001f3fc;\xf0\x9f\x8e\x85\xf0\x9f\x8f\xbc
2192;u+0001f385;\xf0\x9f\x8e\x85
2193;u+0001f385u+0001f3fd;\xf0\x9f\x8e\x85\xf0\x9f\x8f\xbd
2194;u+0001f385;\xf0\x9f\x8e\x85
2195;u+0001f385u+0001f3fe;\xf0\x9f\x8e\x85\xf0\x9f\x8f\xbe
2196;u+0001f385;\xf0\x9f\x8e\x85
2197;u+0001f385u+0001f3ff;\xf0\x9f\x8e\x85\xf0\x9f\x8f\xbf
2198;u+0001f3c2;\xf0\x9f\x8f\x82
2199;u+0001f3c2u+0001f3fb;\xf0\x9f\x8f\x82\xf0\x9f\x8f\xbb
2200;u+0001f3c2;\xf0\x9f\x8f\x82
2201;u+0001f3c2u+0001f3fc;\xf0\x9f\x8f\x82\xf0\x9f\x8f\xbc
2202;u+0001f3c2;\xf0\x9f\x8f\x82
2203;u+0001f3c2u+0001f3fd;\xf0\x9f\x8f\x82\xf0\x9f\x8f\xbd
2204;u+0001f3c2;\xf0\x9f\x8f\x82
2205;u+0001f3c2u+0001f3fe;\xf0\x9f\x8f\x82\xf0\x9f\x8f\xbe
2206;u+0001f3c2;\xf0\x9f\x8f\x82
2207;u+0001f3c2u+0001f3ff;\xf0\x9f\x8f\x82\xf0\x9f\x8f\xbf
2208;u+0001f3c3;\xf0\x9f\x8f\x83
2209;u+0001f3c3u+0001f3fb;\xf0\x9f\x8f\x83\xf0\x9f\x8f\xbb
2210;u+0001f3c3;\xf0\x9f\x8f\x83
2211;u+0001f3c3u+0001f3fc;\xf0\x9f\x8f\x83\xf0\x9f\x8f\xbc
2212;u+0001f3c3;\xf0\x9f\x8f\x83
2213;u+0001f3c3u+0001f3fd;\xf0\x9f\x8f\x83\xf0\x9f\x8f\xbd
2214;u+0001f3c3;\xf0\x9f\x8f\x83
2215;u+0001f3c3u+0001f3fe;\xf0\x9f\x8f\x83\xf0\x9f\x8f\xbe
2216;u+0001f3c3;\xf0\x9f\x8f\x83
2217;u+0001f3c3u+0001f3ff;\xf0\x9f\x8f\x83\xf0\x9f\x8f\xbf
2218;u+0001f3c4;\xf0\x9f\x8f\x84
2219;u+0001f3c4u+0001f3fb;\xf0\x9f\x8f\x84\xf0\x9f\x8f\xbb
2220;u+0001f3c4;\xf0\x9f\x8f\x84
2221;u+0001f3c4u+0001f3fc;\xf0\x9f\x8f\x84\xf0\x9f\x8f\xbc
2222;u+0001f3c4;\xf0\x9f\x8f\x84
2223;u+0001f3c4u+0001f3fd;\xf0\x9f\x8f\x84\xf0\x9f\x8f\xbd
2224;u+0001f3c4;\xf0\x9f\x8f\x84
2225;u+0001f3c4u+0001f3fe;\xf0\x9f\x8f\x84\xf0\x9f\x8f\xbe
2226;u+0001f3c4;\xf0\x9f\x8f\x84
2227;u+0001f3c4u+0001f3ff;\xf0\x9f\x8f\x84\xf0\x9f\x8f\xbf
2228;u+0001f3c7;\xf0\x9f\x8f\x87
2229;u+0001f3c7u+0001f3fb;\xf0\x9f\x8f\x87\xf0\x9f\x8f\xbb
2230;u+0001f3c7;\xf0\x9f\x8f\x87
2231;u+0001f3c7u+0001f3fc;\xf0\x9f\x8f\x87\xf0\x9f\x8f\xbc
2232;u+0001f3c7;\xf0\x9f\x8f\x87
2233;u+0001f3c7u+0001f3fd;\xf0\x9f\x8f\x87\xf0\x9f\x8f\xbd
2234;u+0001f3c7;\xf0\x9f\x8f\x87
2235;u+0001f3c7u+0001f3fe;\xf0\x9f\x8f\x87\xf0\x9f\x8f\xbe
2236;u+0001f3c7;\xf0\x9f\x8f\x87
