,col1
1337,u+00002708u+0000fe0f
1338,u+00002709
1339,u+00002709u+0000fe0f
1340,u+0000270c
1341,u+0000270cu+0000fe0f
1342,u+0000270d
1343,u+0000270du+0000fe0f
1344,u+0000270f
1345,u+0000270fu+0000fe0f
1346,u+00002712
1347,u+00002712u+0000fe0f
1348,u+00002714
1349,u+00002714u+0000fe0f
1350,u+00002716
1351,u+00002716u+0000fe0f
1352,u+0000271d
1353,u+0000271du+0000fe0f
1354,u+00002721
1355,u+00002721u+0000fe0f
1356,u+00002733
1357,u+00002733u+0000fe0f
1358,u+00002734
1359,u+00002734u+0000fe0f
1360,u+00002744
1361,u+00002744u+0000fe0f
1362,u+00002747
1363,u+00002747u+0000fe0f
1364,u+00002763
1365,u+00002763u+0000fe0f
1366,u+00002764
1367,u+00002764u+0000fe0f
1368,u+000027a1
1369,u+000027a1u+0000fe0f
1370,u+00002934
1371,u+00002934u+0000fe0f
1372,u+00002935
1373,u+00002935u+0000fe0f
1374,u+00002b05
1375,u+00002b05u+0000fe0f
1376,u+00002b06
1377,u+00002b06u+0000fe0f
1378,u+00002b07
1379,u+00002b07u+0000fe0f
1380,u+00003030
1381,u+00003030u+0000fe0f
1382,u+0000303d
1383,u+0000303du+0000fe0f
1384,u+00003297
1385,u+00003297u+0000fe0f
1386,u+00003299
1387,u+00003299u+0000fe0f
1388,u+0001f170
1389,u+0001f170u+0000fe0f
1390,u+0001f171
1391,u+0001f171u+0000fe0f
1392,u+0001f17e
1393,u+0001f17eu+0000fe0f
1394,u+0001f17f
1395,u+0001f17fu+0000fe0f
1396,u+0001f202
1397,u+0001f202u+0000fe0f
1398,u+0001f237
1399,u+0001f237u+0000fe0f
1400,u+0001f321
1401,u+0001f321u+0000fe0f
1402,u+0001f324
1403,u+0001f324u+0000fe0f
1404,u+0001f325
1405,u+0001f325u+0000fe0f
1406,u+0001f326
1407,u+0001f326u+0000fe0f
1408,u+0001f327
1409,u+0001f327u+0000fe0f
1410,u+0001f328
1411,u+0001f328u+0000fe0f
1412,u+0001f329
1413,u+0001f329u+0000fe0f
1414,u+0001f32a
1415,u+0001f32au+0000fe0f
1416,u+0001f32b
1417,u+0001f32bu+0000fe0f
1418,u+0001f32c
1419,u+0001f32cu+0000fe0f
1420,u+0001f336
1421,u+0001f336u+0000fe0f
1422,u+0001f37d
1423,u+0001f37du+0000fe0f
1424,u+0001f396
1425,u+0001f396u+0000fe0f
1426,u+0001f397
1427,u+0001f397u+0000fe0f
1428,u+0001f399
1429,u+0001f399u+0000fe0f
1430,u+0001f39a
1431,u+0001f39au+0000fe0f
1432,u+0001f39b
1433,u+0001f39bu+0000fe0f
1434,u+0001f39e
1435,u+0001f39eu+0000fe0f
1436,u+0001f39f
1437,u+0001f39fu+0000fe0f
1438,u+0001f3cb
1439,u+0001f3cbu+0000fe0f
1440,u+0001f3cc
1441,u+0001f3ccu+0000fe0f
1442,u+0001f3cd
1443,u+0001f3cdu+0000fe0f
1444,u+0001f3ce
1445,u+0001f3ceu+0000fe0f
1446,u+0001f3d4
1447,u+0001f3d4u+0000fe0f
1448,u+0001f3d5
1449,u+0001f3d5u+0000fe0f
1450,u+0001f3d6
1451,u+0001f3d6u+0000fe0f
1452,u+0001f3d7
1453,u+0001f3d7u+0000fe0f
1454,u+0001f3d8
1455,u+0001f3d8u+0000fe0f
1456,u+0001f3d9
1457,u+0001f3d9u+0000fe0f
1458,u+0001f3da
1459,u+0001f3dau+0000fe0f
1460,u+0001f3db
1461,u+0001f3dbu+0000fe0f
1462,u+0001f3dc
1463,u+0001f3dcu+0000fe0f
1464,u+0001f3dd
1465,u+0001f3ddu+0000fe0f
1466,u+0001f3de
1467,u+0001f3deu+0000fe0f
1468,u+0001f3df
1469,u+0001f3dfu+0000fe0f
1470,u+0001f3f3
1471,u+0001f3f3u+0000fe0f
1472,u+0001f3f5
1473,u+0001f3f5u+0000fe0f
1474,u+0001f3f7
1475,u+0001f3f7u+0000fe0f
1476,u+0001f43f
1477,u+0001f43fu+0000fe0f
1478,u+0001f441
1479,u+0001f441u+0000fe0f
1480,u+0001f4fd
1481,u+0001f4fdu+0000fe0f
1482,u+0001f549
1483,u+0001f549u+0000fe0f
1484,u+0001f54a
1485,u+0001f54au+0000fe0f
1486,u+0001f56f
1487,u+0001f56fu+0000fe0f
1488,u+0001f570
1489,u+0001f570u+0000fe0f
1490,u+0001f573
1491,u+0001f573u+0000fe0f
1492,u+0001f574
1493,u+0001f574u+0000fe0f
1494,u+0001f575
1495,u+0001f575u+0000fe0f
1496,u+0001f576
1497,u+0001f576u+0000fe0f
1498,u+0001f577
1499,u+0001f577u+0000fe0f
1500,u+0001f578
1501,u+0001f578u+0000fe0f
1502,u+0001f579
1503,u+0001f579u+0000fe0f
1504,u+0001f587
1505,u+0001f587u+0000fe0f
1506,u+0001f58a
1507,u+0001f58au+0000fe0f
1508,u+0001f58b
1509,u+0001f58bu+0000fe0f
1510,u+0001f58c
1511,u+0001f58cu+0000fe0f
1512,u+0001f58d
1513,u+0001f58du+0000fe0f
1514,u+0001f590
1515,u+0001f590u+0000fe0f
1516,u+0001f5a5
1517,u+0001f5a5u+0000fe0f
1518,u+0001f5a8
1519,u+0001f5a8u+0000fe0f
1520,u+0001f5b1
1521,u+0001f5b1u+0000fe0f
1522,u+0001f5b2
1523,u+0001f5b2u+0000fe0f
1524,u+0001f5bc
1525,u+0001f5bcu+0000fe0f
1526,u+0001f5c2
1527,u+0001f5c2u+0000fe0f
1528,u+0001f5c3
1529,u+0001f5c3u+0000fe0f
1530,u+0001f5c4
1531,u+0001f5c4u+0000fe0f
1532,u+0001f5d1
1533,u+0001f5d1u+0000fe0f
1534,u+0001f5d2
1535,u+0001f5d2u+0000fe0f
1536,u+0001f5d3
1537,u+0001f5d3u+0000fe0f
1538,u+0001f5dc
1539,u+0001f5dcu+0000fe0f
1540,u+0001f5dd
1541,u+0001f5ddu+0000fe0f
1542,u+0001f5de
1543,u+0001f5deu+0000fe0f
1544,u+0001f5e1
1545,u+0001f5e1u+0000fe0f
1546,u+0001f5e3
1547,u+0001f5e3u+0000fe0f
1548,u+0001f5e8
1549,u+0001f5e8u+0000fe0f
1550,u+0001f5ef
1551,u+0001f5efu+0000fe0f
1552,u+0001f5f3
1553,u+0001f5f3u+0000fe0f
1554,u+0001f5fa
1555,u+0001f5fau+0000fe0f
1556,u+0001f6cb
1557,u+0001f6cbu+0000fe0f
1558,u+0001f6cd
1559,u+0001f6cdu+0000fe0f
1560,u+0001f6ce
1561,u+0001f6ceu+0000fe0f
1562,u+0001f6cf
1563,u+0001f6cfu+0000fe0f
1564,u+0001f6e0
1565,u+0001f6e0u+0000fe0f
1566,u+0001f6e1
1567,u+0001f6e1u+0000fe0f
1568,u+0001f6e2
1569,u+0001f6e2u+0000fe0f
1570,u+0001f6e3
1571,u+0001f6e3u+0000fe0f
1572,u+0001f6e4
1573,u+0001f6e4u+0000fe0f
1574,u+0001f6e5
1575,u+0001f6e5u+0000fe0f
1576,u+0001f6e9
1577,u+0001f6e9u+0000fe0f
1578,u+0001f6f0
1579,u+0001f6f0u+0000fe0f
1580,u+0001f6f3
1581,u+0001f6f3u+0000fe0f
1582,u+00000023
1583,u+00000023u+0000fe0fu+000020e3
1584,u+0000002a
1585,u+0000002au+0000fe0fu+000020e3
1586,u+00000030
1587,u+00000030u+0000fe0fu+000020e3
1588,u+00000031
1589,u+00000031u+0000fe0fu+000020e3
1590,u+00000032
1591,u+00000032u+0000fe0fu+000020e3
1592,u+00000033
1593,u+00000033u+0000fe0fu+000020e3
1594,u+00000034
1595,u+00000034u+0000fe0fu+000020e3
1596,u+00000035
1597,u+00000035u+0000fe0fu+000020e3
1598,u+00000036
1599,u+00000036u+0000fe0fu+000020e3
1600,u+00000037
1601,u+00000037u+0000fe0fu+000020e3
1602,u+00000038
1603,u+00000038u+0000fe0fu+000020e3
1604,u+00000039
1605,u+00000039u+0000fe0fu+000020e3
1606,u+0001f1e6
1607,u+0001f1e6u+0001f1e8
1608,u+0001f1e6
1609,u+0001f1e6u+0001f1e9
1610,u+0001f1e6
1611,u+0001f1e6u+0001f1ea
1612,u+0001f1e6
1613,u+0001f1e6u+0001f1eb
1614,u+0001f1e6
1615,u+0001f1e6u+0001f1ec
1616,u+0001f1e6
1617,u+0001f1e6u+0001f1ee
1618,u+0001f1e6
1619,u+0001f1e6u+0001f1f1
1620,u+0001f1e6
1621,u+0001f1e6u+0001f1f2
1622,u+0001f1e6
1623,u+0001f1e6u+0001f1f4
1624,u+0001f1e6
1625,u+0001f1e6u+0001f1f6
1626,u+0001f1e6
1627,u+0001f1e6u+0001f1f7
1628,u+0001f1e6
1629,u+0001f1e6u+0001f1f8
1630,u+0001f1e6
1631,u+0001f1e6u+0001f1f9
1632,u+0001f1e6
1633,u+0001f1e6u+0001f1fa
1634,u+0001f1e6
1635,u+0001f1e6u+0001f1fc
1636,u+0001f1e6
1637,u+0001f1e6u+0001f1fd
1638,u+0001f1e6
1639,u+0001f1e6u+0001f1ff
1640,u+0001f1e7
1641,u+0001f1e7u+0001f1e6
1642,u+0001f1e7
1643,u+0001f1e7u+0001f1e7
1644,u+0001f1e7
1645,u+0001f1e7u+0001f1e9
1646,u+0001f1e7
1647,u+0001f1e7u+0001f1ea
1648,u+0001f1e7
1649,u+0001f1e7u+0001f1eb
1650,u+0001f1e7
1651,u+0001f1e7u+0001f1ec
1652,u+0001f1e7
1653,u+0001f1e7u+0001f1ed
1654,u+0001f1e7
1655,u+0001f1e7u+0001f1ee
1656,u+0001f1e7
1657,u+0001f1e7u+0001f1ef
1658,u+0001f1e7
1659,u+0001f1e7u+0001f1f1
1660,u+0001f1e7
1661,u+0001f1e7u+0001f1f2
1662,u+0001f1e7
1663,u+0001f1e7u+0001f1f3
1664,u+0001f1e7
1665,u+0001f1e7u+0001f1f4
1666,u+0001f1e7
1667,u+0001f1e7u+0001f1f6
1668,u+0001f1e7
1669,u+0001f1e7u+0001f1f7
1670,u+0001f1e7
1671,u+0001f1e7u+0001f1f8
1672,u+0001f1e7
1673,u+0001f1e7u+0001f1f9
1674,u+0001f1e7
1675,u+0001f1e7u+0001f1fb
1676,u+0001f1e7
1677,u+0001f1e7u+0001f1fc
1678,u+0001f1e7
1679,u+0001f1e7u+0001f1fe
1680,u+0001f1e7
1681,u+0001f1e7u+0001f1ff
1682,u+0001f1e8
1683,u+0001f1e8u+0001f1e6
1684,u+0001f1e8
1685,u+0001f1e8u+0001f1e8
1686,u+0001f1e8
1687,u+0001f1e8u+0001f1e9
1688,u+0001f1e8
1689,u+0001f1e8u+0001f1eb
1690,u+0001f1e8
1691,u+0001f1e8u+0001f1ec
1692,u+0001f1e8
1693,u+0001f1e8u+0001f1ed
1694,u+0001f1e8
1695,u+0001f1e8u+0001f1ee
1696,u+0001f1e8
1697,u+0001f1e8u+0001f1f0
1698,u+0001f1e8
1699,u+0001f1e8u+0001f1f1
1700,u+0001f1e8
1701,u+0001f1e8u+0001f1f2
1702,u+0001f1e8
1703,u+0001f1e8u+0001f1f3
1704,u+0001f1e8
1705,u+0001f1e8u+0001f1f4
1706,u+0001f1e8
1707,u+0001f1e8u+0001f1f5
1708,u+0001f1e8
1709,u+0001f1e8u+0001f1f7
1710,u+0001f1e8
1711,u+0001f1e8u+0001f1fa
1712,u+0001f1e8
1713,u+0001f1e8u+0001f1fb
1714,u+0001f1e8
1715,u+0001f1e8u+0001f1fc
1716,u+0001f1e8
1717,u+0001f1e8u+0001f1fd
1718,u+0001f1e8
1719,u+0001f1e8u+0001f1fe
1720,u+0001f1e8
1721,u+0001f1e8u+0001f1ff
1722,u+0001f1e9
1723,u+0001f1e9u+0001f1ea
1724,u+0001f1e9
1725,u+0001f1e9u+0001f1ec
1726,u+0001f1e9
1727,u+0001f1e9u+0001f1ef
1728,u+0001f1e9
1729,u+0001f1e9u+0001f1f0
1730,u+0001f1e9
1731,u+0001f1e9u+0001f1f2
1732,u+0001f1e9
1733,u+0001f1e9u+0001f1f4
1734,u+0001f1e9
1735,u+0001f1e9u+0001f1ff
1736,u+0001f1ea
1737,u+0001f1eau+0001f1e6
1738,u+0001f1ea
1739,u+0001f1eau+0001f1e8
1740,u+0001f1ea
1741,u+0001f1eau+0001f1ea
1742,u+0001f1ea
1743,u+0001f1eau+0001f1ec
1744,u+0001f1ea
1745,u+0001f1eau+0001f1ed
1746,u+0001f1ea
1747,u+0001f1eau+0001f1f7
1748,u+0001f1ea
1749,u+0001f1eau+0001f1f8
1750,u+0001f1ea
1751,u+0001f1eau+0001f1f9
1752,u+0001f1ea
1753,u+0001f1eau+0001f1fa
1754,u+0001f1eb
1755,u+0001f1ebu+0001f1ee
1756,u+0001f1eb
1757,u+0001f1ebu+0001f1ef
1758,u+0001f1eb
1759,u+0001f1ebu+0001f1f0
1760,u+0001f1eb
1761,u+0001f1ebu+0001f1f2
1762,u+0001f1eb
1763,u+0001f1ebu+0001f1f4
1764,u+0001f1eb
1765,u+0001f1ebu+0001f1f7
1766,u+0001f1ec
1767,u+0001f1ecu+0001f1e6
1768,u+0001f1ec
1769,u+0001f1ecu+0001f1e7
1770,u+0001f1ec
1771,u+0001f1ecu+0001f1e9
1772,u+0001f1ec
1773,u+0001f1ecu+0001f1ea
1774,u+0001f1ec
1775,u+0001f1ecu+0001f1eb
1776,u+0001f1ec
1777,u+0001f1ecu+0001f1ec
1778,u+0001f1ec
1779,u+0001f1ecu+0001f1ed
1780,u+0001f1ec
1781,u+0001f1ecu+0001f1ee
1782,u+0001f1ec
1783,u+0001f1ecu+0001f1f1
1784,u+0001f1ec
1785,u+0001f1ecu+0001f1f2
1786,u+0001f1ec
1787,u+0001f1ecu+0001f1f3
1788,u+0001f1ec
1789,u+0001f1ecu+0001f1f5
1790,u+0001f1ec
1791,u+0001f1ecu+0001f1f6
1792,u+0001f1ec
1793,u+0001f1ecu+0001f1f7
1794,u+0001f1ec
1795,u+0001f1ecu+0001f1f8
1796,u+0001f1ec
1797,u+0001f1ecu+0001f1f9
1798,u+0001f1ec
1799,u+0001f1ecu+0001f1fa
1800,u+0001f1ec
1801,u+0001f1ecu+0001f1fc
1802,u+0001f1ec
1803,u+0001f1ecu+0001f1fe
1804,u+0001f1ed
1805,u+0001f1edu+0001f1f0
1806,u+0001f1ed
1807,u+0001f1edu+0001f1f2
1808,u+0001f1ed
1809,u+0001f1edu+0001f1f3
1810,u+0001f1ed
1811,u+0001f1edu+0001f1f7
1812,u+0001f1ed
1813,u+0001f1edu+0001f1f9
1814,u+0001f1ed
1815,u+0001f1edu+0001f1fa
1816,u+0001f1ee
1817,u+0001f1eeu+0001f1e8
1818,u+0001f1ee
1819,u+0001f1eeu+0001f1e9
1820,u+0001f1ee
1821,u+0001f1eeu+0001f1ea
1822,u+0001f1ee
1823,u+0001f1eeu+0001f1f1
1824,u+0001f1ee
1825,u+0001f1eeu+0001f1f2
1826,u+0001f1ee
1827,u+0001f1eeu+0001f1f3
1828,u+0001f1ee
1829,u+0001f1eeu+0001f1f4
1830,u+0001f1ee
1831,u+0001f1eeu+0001f1f6
1832,u+0001f1ee
1833,u+0001f1eeu+0001f1f7
1834,u+0001f1ee
1835,u+0001f1eeu+0001f1f8
1836,u+0001f1ee
1837,u+0001f1eeu+0001f1f9
1838,u+0001f1ef
1839,u+0001f1efu+0001f1ea
1840,u+0001f1ef
1841,u+0001f1efu+0001f1f2
1842,u+0001f1ef
1843,u+0001f1efu+0001f1f4
1844,u+0001f1ef
1845,u+0001f1efu+0001f1f5
1846,u+0001f1f0
1847,u+0001f1f0u+0001f1ea
1848,u+0001f1f0
1849,u+0001f1f0u+0001f1ec
1850,u+0001f1f0
1851,u+0001f1f0u+0001f1ed
1852,u+0001f1f0
1853,u+0001f1f0u+0001f1ee
1854,u+0001f1f0
1855,u+0001f1f0u+0001f1f2
1856,u+0001f1f0
1857,u+0001f1f0u+0001f1f3
1858,u+0001f1f0
1859,u+0001f1f0u+0001f1f5
1860,u+0001f1f0
1861,u+0001f1f0u+0001f1f7
1862,u+0001f1f0
1863,u+0001f1f0u+0001f1fc
1864,u+0001f1f0
1865,u+0001f1f0u+0001f1fe
1866,u+0001f1f0
1867,u+0001f1f0u+0001f1ff
1868,u+0001f1f1
1869,u+0001f1f1u+0001f1e6
1870,u+0001f1f1
1871,u+0001f1f1u+0001f1e7
1872,u+0001f1f1
1873,u+0001f1f1u+0001f1e8
1874,u+0001f1f1
1875,u+0001f1f1u+0001f1ee
1876,u+0001f1f1
1877,u+0001f1f1u+0001f1f0
1878,u+0001f1f1
1879,u+0001f1f1u+0001f1f7
1880,u+0001f1f1
1881,u+0001f1f1u+0001f1f8
1882,u+0001f1f1
1883,u+0001f1f1u+0001f1f9
1884,u+0001f1f1
1885,u+0001f1f1u+0001f1fa
1886,u+0001f1f1
1887,u+0001f1f1u+0001f1fb
1888,u+0001f1f1
1889,u+0001f1f1u+0001f1fe
1890,u+0001f1f2
1891,u+0001f1f2u+0001f1e6
1892,u+0001f1f2
1893,u+0001f1f2u+0001f1e8
1894,u+0001f1f2
1895,u+0001f1f2u+0001f1e9
1896,u+0001f1f2
1897,u+0001f1f2u+0001f1ea
1898,u+0001f1f2
1899,u+0001f1f2u+0001f1eb
1900,u+0001f1f2
1901,u+0001f1f2u+0001f1ec
1902,u+0001f1f2
1903,u+0001f1f2u+0001f1ed
1904,u+0001f1f2
1905,u+0001f1f2u+0001f1f0
1906,u+0001f1f2
1907,u+0001f1f2u+0001f1f1
1908,u+0001f1f2
1909,u+0001f1f2u+0001f1f2
1910,u+0001f1f2
1911,u+0001f1f2u+0001f1f3
1912,u+0001f1f2
1913,u+0001f1f2u+0001f1f4
1914,u+0001f1f2
1915,u+0001f1f2u+0001f1f5
1916,u+0001f1f2
1917,u+0001f1f2u+0001f1f6
1918,u+0001f1f2
1919,u+0001f1f2u+0001f1f7
1920,u+0001f1f2
1921,u+0001f1f2u+0001f1f8
1922,u+0001f1f2
1923,u+0001f1f2u+0001f1f9
1924,u+0001f1f2
1925,u+0001f1f2u+0001f1fa
1926,u+0001f1f2
1927,u+0001f1f2u+0001f1fb
1928,u+0001f1f2
1929,u+0001f1f2u+0001f1fc
1930,u+0001f1f2
1931,u+0001f1f2u+0001f1fd
1932,u+0001f1f2
1933,u+0001f1f2u+0001f1fe
1934,u+0001f1f2
1935,u+0001f1f2u+0001f1ff
1936,u+0001f1f3
1937,u+0001f1f3u+0001f1e6
1938,u+0001f1f3
1939,u+0001f1f3u+0001f1e8
1940,u+0001f1f3
1941,u+0001f1f3u+0001f1ea
1942,u+0001f1f3
1943,u+0001f1f3u+0001f1eb
1944,u+0001f1f3
1945,u+0001f1f3u+0001f1ec
1946,u+0001f1f3
1947,u+0001f1f3u+0001f1ee
1948,u+0001f1f3
1949,u+0001f1f3u+0001f1f1
1950,u+0001f1f3
1951,u+0001f1f3u+0001f1f4
1952,u+0001f1f3
1953,u+0001f1f3u+0001f1f5
1954,u+0001f1f3
1955,u+0001f1f3u+0001f1f7
1956,u+0001f1f3
1957,u+0001f1f3u+0001f1fa
1958,u+0001f1f3
1959,u+0001f1f3u+0001f1ff
1960,u+0001f1f4
1961,u+0001f1f4u+0001f1f2
1962,u+0001f1f5
1963,u+0001f1f5u+0001f1e6
1964,u+0001f1f5
1965,u+0001f1f5u+0001f1ea
1966,u+0001f1f5
1967,u+0001f1f5u+0001f1eb
1968,u+0001f1f5
1969,u+0001f1f5u+0001f1ec
1970,u+0001f1f5
1971,u+0001f1f5u+0001f1ed
1972,u+0001f1f5
1973,u+0001f1f5u+0001f1f0
1974,u+0001f1f5
1975,u+0001f1f5u+0001f1f1
1976,u+0001f1f5
1977,u+0001f1f5u+0001f1f2
1978,u+0001f1f5
1979,u+0001f1f5u+0001f1f3
1980,u+0001f1f5
1981,u+0001f1f5u+0001f1f7
1982,u+0001f1f5
1983,u+0001f1f5u+0001f1f8
1984,u+0001f1f5
1985,u+0001f1f5u+0001f1f9
1986,u+0001f1f5
1987,u+0001f1f5u+0001f1fc
1988,u+0001f1f5
1989,u+0001f1f5u+0001f1fe
1990,u+0001f1f6
1991,u+0001f1f6u+0001f1e6
1992,u+0001f1f7
1993,u+0001f1f7u+0001f1ea
1994,u+0001f1f7
1995,u+0001f1f7u+0001f1f4
1996,u+0001f1f7
1997,u+0001f1f7u+0001f1f8
1998,u+0001f1f7
1999,u+0001f1f7u+0001f1fa
2000,u+0001f1f7
2001,u+0001f1f7u+0001f1fc
2002,u+0001f1f8
2003,u+0001f1f8u+0001f1e6
2004,u+0001f1f8
2005,u+0001f1f8u+0001f1e7
2006,u+0001f1f8
2007,u+0001f1f8u+0001f1e8
2008,u+0001f1f8
2009,u+0001f1f8u+0001f1e9
2010,u+0001f1f8
2011,u+0001f1f8u+0001f1ea
2012,u+0001f1f8
2013,u+0001f1f8u+0001f1ec
2014,u+0001f1f8
2015,u+0001f1f8u+0001f1ed
2016,u+0001f1f8
2017,u+0001f1f8u+0001f1ee
2018,u+0001f1f8
2019,u+0001f1f8u+0001f1ef
2020,u+0001f1f8
2021,u+0001f1f8u+0001f1f0
2022,u+0001f1f8
2023,u+0001f1f8u+0001f1f1
2024,u+0001f1f8
2025,u+0001f1f8u+0001f1f2
2026,u+0001f1f8
2027,u+0001f1f8u+0001f1f3
2028,u+0001f1f8
2029,u+0001f1f8u+0001f1f4
2030,u+0001f1f8
2031,u+0001f1f8u+0001f1f7
2032,u+0001f1f8
2033,u+0001f1f8u+0001f1f8
2034,u+0001f1f8
2035,u+0001f1f8u+0001f1f9
2036,u+0001f1f8
2037,u+0001f1f8u+0001f1fb
2038,u+0001f1f8
2039,u+0001f1f8u+0001f1fd
2040,u+0001f1f8
2041,u+0001f1f8u+0001f1fe
2042,u+0001f1f8
2043,u+0001f1f8u+0001f1ff
2044,u+0001f1f9
2045,u+0001f1f9u+0001f1e6
2046,u+0001f1f9
2047,u+0001f1f9u+0001f1e8
2048,u+0001f1f9
2049,u+0001f1f9u+0001f1e9
2050,u+0001f1f9
2051,u+0001f1f9u+0001f1eb
2052,u+0001f1f9
2053,u+0001f1f9u+0001f1ec
2054,u+0001f1f9
2055,u+0001f1f9u+0001f1ed
2056,u+0001f1f9
2057,u+0001f1f9u+0001f1ef
2058,u+0001f1f9
2059,u+0001f1f9u+0001f1f0
2060,u+0001f1f9
2061,u+0001f1f9u+0001f1f1
2062,u+0001f1f9
2063,u+0001f1f9u+0001f1f2
2064,u+0001f1f9
2065,u+0001f1f9u+0001f1f3
2066,u+0001f1f9
2067,u+0001f1f9u+0001f1f4
2068,u+0001f1f9
2069,u+0001f1f9u+0001f1f7
2070,u+0001f1f9
2071,u+0001f1f9u+0001f1f9
2072,u+0001f1f9
2073,u+0001f1f9u+0001f1fb
2074,u+0001f1f9
2075,u+0001f1f9u+0001f1fc
2076,u+0001f1f9
2077,u+0001f1f9u+0001f1ff
2078,u+0001f1fa
2079,u+0001f1fau+0001f1e6
2080,u+0001f1fa
2081,u+0001f1fau+0001f1ec
2082,u+0001f1fa
2083,u+0001f1fau+0001f1f2
2084,u+0001f1fa
2085,u+0001f1fau+0001f1f3
2086,u+0001f1fa
2087,u+0001f1fau+0001f1f8
2088,u+0001f1fa
2089,u+0001f1fau+0001f1fe
2090,u+0001f1fa
2091,u+0001f1fau+0001f1ff
2092,u+0001f1fb
2093,u+0001f1fbu+0001f1e6
2094,u+0001f1fb
2095,u+0001f1fbu+0001f1e8
2096,u+0001f1fb
2097,u+0001f1fbu+0001f1ea
2098,u+0001f1fb
2099,u+0001f1fbu+0001f1ec
2100,u+0001f1fb
2101,u+0001f1fbu+0001f1ee
2102,u+0001f1fb
2103,u+0001f1fbu+0001f1f3
2104,u+0001f1fb
2105,u+0001f1fbu+0001f1fa
2106,u+0001f1fc
2107,u+0001f1fcu+0001f1eb
2108,u+0001f1fc
2109,u+0001f1fcu+0001f1f8
2110,u+0001f1fd
2111,u+0001f1fdu+0001f1f0
2112,u+0001f1fe
2113,u+0001f1feu+0001f1ea
2114,u+0001f1fe
2115,u+0001f1feu+0001f1f9
2116,u+0001f1ff
2117,u+0001f1ffu+0001f1e6
2118,u+0001f1ff
2119,u+0001f1ffu+0001f1f2
2120,u+0001f1ff
2121,u+0001f1ffu+0001f1fc
2122,u+0001f3f4
2123,u+0001f3f4u+000e0067u+000e0062u+000e0065u+000e006eu+000e0067u+000e007f
2124,u+0001f3f4
2125,u+0001f3f4u+000e0067u+000e0062u+000e0073u+000e0063u+000e0074u+000e007f
2126,u+0001f3f4
2127,u+0001f3f4u+000e0067u+000e0062u+000e0077u+000e006cu+000e0073u+000e007f
2128,u+0000261d
2129,u+0000261du+0001f3fb
2130,u+0000261d
2131,u+0000261du+0001f3fc
2132,u+0000261d
2133,u+0000261du+0001f3fd
2134,u+0000261d
2135,u+0000261du+0001f3fe
2136,u+0000261d
2137,u+0000261du+0001f3ff
2138,u+000026f9
2139,u+000026f9u+0001f3fb
2140,u+000026f9
2141,u+000026f9u+0001f3fc
2142,u+000026f9
2143,u+000026f9u+0001f3fd
2144,u+000026f9
2145,u+000026f9u+0001f3fe
2146,u+000026f9
2147,u+000026f9u+0001f3ff
2148,u+0000270a
2149,u+0000270au+0001f3fb
2150,u+0000270a
2151,u+0000270au+0001f3fc
2152,u+0000270a
2153,u+0000270au+0001f3fd
2154,u+0000270a
2155,u+0000270au+0001f3fe
2156,u+0000270a
2157,u+0000270au+0001f3ff
2158,u+0000270b
2159,u+0000270bu+0001f3fb
2160,u+0000270b
2161,u+0000270bu+0001f3fc
2162,u+0000270b
2163,u+0000270bu+0001f3fd
2164,u+0000270b
2165,u+0000270bu+0001f3fe
2166,u+0000270b
2167,u+0000270bu+0001f3ff
2168,u+0000270c
2169,u+0000270cu+0001f3fb
2170,u+0000270c
2171,u+0000270cu+0001f3fc
2172,u+0000270c
2173,u+0000270cu+0001f3fd
2174,u+0000270c
2175,u+0000270cu+0001f3fe
2176,u+0000270c
2177,u+0000270cu+0001f3ff
2178,u+0000270d
2179,u+0000270du+0001f3fb
2180,u+0000270d
2181,u+0000270du+0001f3fc
2182,u+0000270d
2183,u+0000270du+0001f3fd
2184,u+0000270d
2185,u+0000270du+0001f3fe
2186,u+0000270d
2187,u+0000270du+0001f3ff
2188,u+0001f385
2189,u+0001f385u+0001f3fb
2190,u+0001f385
2191,u+0001f385u+0001f3fc
2192,u+0001f385
2193,u+0001f385u+0001f3fd
2194,u+0001f385
2195,u+0001f385u+0001f3fe
2196,u+0001f385
2197,u+0001f385u+0001f3ff
2198,u+0001f3c2
2199,u+0001f3c2u+0001f3fb
2200,u+0001f3c2
2201,u+0001f3c2u+0001f3fc
2202,u+0001f3c2
2203,u+0001f3c2u+0001f3fd
2204,u+0001f3c2
2205,u+0001f3c2u+0001f3fe
2206,u+0001f3c2
2207,u+0001f3c2u+0001f3ff
2208,u+0001f3c3
2209,u+0001f3c3u+0001f3fb
2210,u+0001f3c3
2211,u+0001f3c3u+0001f3fc
2212,u+0001f3c3
2213,u+0001f3c3u+0001f3fd
2214,u+0001f3c3
2215,u+0001f3c3u+0001f3fe
2216,u+0001f3c3
2217,u+0001f3c3u+0001f3ff
2218,u+0001f3c4
2219,u+0001f3c4u+0001f3fb
2220,u+0001f3c4
2221,u+0001f3c4u+0001f3fc
2222,u+0001f3c4
2223,u+0001f3c4u+0001f3fd
2224,u+0001f3c4
2225,u+0001f3c4u+0001f3fe
2226,u+0001f3c4
2227,u+0001f3c4u+0001f3ff
2228,u+0001f3c7
2229,u+0001f3c7u+0001f3fb
2230,u+0001f3c7
2231,u+0001f3c7u+0001f3fc
2232,u+0001f3c7
2233,u+0001f3c7u+0001f3fd
2234,u+0001f3c7
2235,u+0001f3c7u+0001f3fe
