,col1
2236,u+0001f3c7
2237,u+0001f3c7u+0001f3ff
2238,u+0001f3ca
2239,u+0001f3cau+0001f3fb
2240,u+0001f3ca
2241,u+0001f3cau+0001f3fc
2242,u+0001f3ca
2243,u+0001f3cau+0001f3fd
2244,u+0001f3ca
2245,u+0001f3cau+0001f3fe
2246,u+0001f3ca
2247,u+0001f3cau+0001f3ff
2248,u+0001f3cb
2249,u+0001f3cbu+0001f3fb
2250,u+0001f3cb
2251,u+0001f3cbu+0001f3fc
2252,u+0001f3cb
2253,u+0001f3cbu+0001f3fd
2254,u+0001f3cb
2255,u+0001f3cbu+0001f3fe
2256,u+0001f3cb
2257,u+0001f3cbu+0001f3ff
2258,u+0001f3cc
2259,u+0001f3ccu+0001f3fb
2260,u+0001f3cc
2261,u+0001f3ccu+0001f3fc
2262,u+0001f3cc
2263,u+0001f3ccu+0001f3fd
2264,u+0001f3cc
2265,u+0001f3ccu+0001f3fe
2266,u+0001f3cc
2267,u+0001f3ccu+0001f3ff
2268,u+0001f442
2269,u+0001f442u+0001f3fb
2270,u+0001f442
2271,u+0001f442u+0001f3fc
2272,u+0001f442
2273,u+0001f442u+0001f3fd
2274,u+0001f442
2275,u+0001f442u+0001f3fe
2276,u+0001f442
2277,u+0001f442u+0001f3ff
2278,u+0001f443
2279,u+0001f443u+0001f3fb
2280,u+0001f443
2281,u+0001f443u+0001f3fc
2282,u+0001f443
2283,u+0001f443u+0001f3fd
2284,u+0001f443
2285,u+0001f443u+0001f3fe
2286,u+0001f443
2287,u+0001f443u+0001f3ff
2288,u+0001f446
2289,u+0001f446u+0001f3fb
2290,u+0001f446
2291,u+0001f446u+0001f3fc
2292,u+0001f446
2293,u+0001f446u+0001f3fd
2294,u+0001f446
2295,u+0001f446u+0001f3fe
2296,u+0001f446
2297,u+0001f446u+0001f3ff
2298,u+0001f447
2299,u+0001f447u+0001f3fb
2300,u+0001f447
2301,u+0001f447u+0001f3fc
2302,u+0001f447
2303,u+0001f447u+0001f3fd
2304,u+0001f447
2305,u+0001f447u+0001f3fe
2306,u+0001f447
2307,u+0001f447u+0001f3ff
2308,u+0001f448
2309,u+0001f448u+0001f3fb
2310,u+0001f448
2311,u+0001f448u+0001f3fc
2312,u+0001f448
2313,u+0001f448u+0001f3fd
2314,u+0001f448
2315,u+0001f448u+0001f3fe
2316,u+0001f448
2317,u+0001f448u+0001f3ff
2318,u+0001f449
2319,u+0001f449u+0001f3fb
2320,u+0001f449
2321,u+0001f449u+0001f3fc
2322,u+0001f449
2323,u+0001f449u+0001f3fd
2324,u+0001f449
2325,u+0001f449u+0001f3fe
2326,u+0001f449
2327,u+0001f449u+0001f3ff
2328,u+0001f44a
2329,u+0001f44au+0001f3fb
2330,u+0001f44a
2331,u+0001f44au+0001f3fc
2332,u+0001f44a
2333,u+0001f44au+0001f3fd
2334,u+0001f44a
2335,u+0001f44au+0001f3fe
2336,u+0001f44a
2337,u+0001f44au+0001f3ff
2338,u+0001f44b
2339,u+0001f44bu+0001f3fb
2340,u+0001f44b
2341,u+0001f44bu+0001f3fc
2342,u+0001f44b
2343,u+0001f44bu+0001f3fd
2344,u+0001f44b
2345,u+0001f44bu+0001f3fe
2346,u+0001f44b
2347,u+0001f44bu+0001f3ff
2348,u+0001f44c
2349,u+0001f44cu+0001f3fb
2350,u+0001f44c
2351,u+0001f44cu+0001f3fc
2352,u+0001f44c
2353,u+0001f44cu+0001f3fd
2354,u+0001f44c
2355,u+0001f44cu+0001f3fe
2356,u+0001f44c
2357,u+0001f44cu+0001f3ff
2358,u+0001f44d
2359,u+0001f44du+0001f3fb
2360,u+0001f44d
2361,u+0001f44du+0001f3fc
2362,u+0001f44d
2363,u+0001f44du+0001f3fd
2364,u+0001f44d
2365,u+0001f44du+0001f3fe
2366,u+0001f44d
2367,u+0001f44du+0001f3ff
2368,u+0001f44e
2369,u+0001f44eu+0001f3fb
2370,u+0001f44e
2371,u+0001f44eu+0001f3fc
2372,u+0001f44e
2373,u+0001f44eu+0001f3fd
2374,u+0001f44e
2375,u+0001f44eu+0001f3fe
2376,u+0001f44e
2377,u+0001f44eu+0001f3ff
2378,u+0001f44f
2379,u+0001f44fu+0001f3fb
2380,u+0001f44f
2381,u+0001f44fu+0001f3fc
2382,u+0001f44f
2383,u+0001f44fu+0001f3fd
2384,u+0001f44f
2385,u+0001f44fu+0001f3fe
2386,u+0001f44f
2387,u+0001f44fu+0001f3ff
2388,u+0001f450
2389,u+0001f450u+0001f3fb
2390,u+0001f450
2391,u+0001f450u+0001f3fc
2392,u+0001f450
2393,u+0001f450u+0001f3fd
2394,u+0001f450
2395,u+0001f450u+0001f3fe
2396,u+0001f450
2397,u+0001f450u+0001f3ff
2398,u+0001f466
2399,u+0001f466u+0001f3fb
2400,u+0001f466
2401,u+0001f466u+0001f3fc
2402,u+0001f466
2403,u+0001f466u+0001f3fd
2404,u+0001f466
2405,u+0001f466u+0001f3fe
2406,u+0001f466
2407,u+0001f466u+0001f3ff
2408,u+0001f467
2409,u+0001f467u+0001f3fb
2410,u+0001f467
2411,u+0001f467u+0001f3fc
2412,u+0001f467
2413,u+0001f467u+0001f3fd
2414,u+0001f467
2415,u+0001f467u+0001f3fe
2416,u+0001f467
2417,u+0001f467u+0001f3ff
2418,u+0001f468
2419,u+0001f468u+0001f3fb
2420,u+0001f468
2421,u+0001f468u+0001f3fc
2422,u+0001f468
2423,u+0001f468u+0001f3fd
2424,u+0001f468
2425,u+0001f468u+0001f3fe
2426,u+0001f468
2427,u+0001f468u+0001f3ff
2428,u+0001f469
2429,u+0001f469u+0001f3fb
2430,u+0001f469
2431,u+0001f469u+0001f3fc
2432,u+0001f469
2433,u+0001f469u+0001f3fd
2434,u+0001f469
2435,u+0001f469u+0001f3fe
2436,u+0001f469
2437,u+0001f469u+0001f3ff
2438,u+0001f46b
2439,u+0001f46bu+0001f3fb
2440,u+0001f46b
2441,u+0001f46bu+0001f3fc
2442,u+0001f46b
2443,u+0001f46bu+0001f3fd
2444,u+0001f46b
2445,u+0001f46bu+0001f3fe
2446,u+0001f46b
2447,u+0001f46bu+0001f3ff
2448,u+0001f46c
2449,u+0001f46cu+0001f3fb
2450,u+0001f46c
2451,u+0001f46cu+0001f3fc
2452,u+0001f46c
2453,u+0001f46cu+0001f3fd
2454,u+0001f46c
2455,u+0001f46cu+0001f3fe
2456,u+0001f46c
2457,u+0001f46cu+0001f3ff
2458,u+0001f46d
2459,u+0001f46du+0001f3fb
2460,u+0001f46d
2461,u+0001f46du+0001f3fc
2462,u+0001f46d
2463,u+0001f46du+0001f3fd
2464,u+0001f46d
2465,u+0001f46du+0001f3fe
2466,u+0001f46d
2467,u+0001f46du+0001f3ff
2468,u+0001f46e
2469,u+0001f46eu+0001f3fb
2470,u+0001f46e
2471,u+0001f46eu+0001f3fc
2472,u+0001f46e
2473,u+0001f46eu+0001f3fd
2474,u+0001f46e
2475,u+0001f46eu+0001f3fe
2476,u+0001f46e
2477,u+0001f46eu+0001f3ff
2478,u+0001f470
2479,u+0001f470u+0001f3fb
2480,u+0001f470
2481,u+0001f470u+0001f3fc
2482,u+0001f470
2483,u+0001f470u+0001f3fd
2484,u+0001f470
2485,u+0001f470u+0001f3fe
2486,u+0001f470
2487,u+0001f470u+0001f3ff
2488,u+0001f471
2489,u+0001f471u+0001f3fb
2490,u+0001f471
2491,u+0001f471u+0001f3fc
2492,u+0001f471
2493,u+0001f471u+0001f3fd
2494,u+0001f471
2495,u+0001f471u+0001f3fe
2496,u+0001f471
2497,u+0001f471u+0001f3ff
2498,u+0001f472
2499,u+0001f472u+0001f3fb
2500,u+0001f472
2501,u+0001f472u+0001f3fc
2502,u+0001f472
2503,u+0001f472u+0001f3fd
2504,u+0001f472
2505,u+0001f472u+0001f3fe
2506,u+0001f472
2507,u+0001f472u+0001f3ff
2508,u+0001f473
2509,u+0001f473u+0001f3fb
2510,u+0001f473
2511,u+0001f473u+0001f3fc
2512,u+0001f473
2513,u+0001f473u+0001f3fd
2514,u+0001f473
2515,u+0001f473u+0001f3fe
2516,u+0001f473
2517,u+0001f473u+0001f3ff
2518,u+0001f474
2519,u+0001f474u+0001f3fb
2520,u+0001f474
2521,u+0001f474u+0001f3fc
2522,u+0001f474
2523,u+0001f474u+0001f3fd
2524,u+0001f474
2525,u+0001f474u+0001f3fe
2526,u+0001f474
2527,u+0001f474u+0001f3ff
2528,u+0001f475
2529,u+0001f475u+0001f3fb
2530,u+0001f475
2531,u+0001f475u+0001f3fc
2532,u+0001f475
2533,u+0001f475u+0001f3fd
2534,u+0001f475
2535,u+0001f475u+0001f3fe
2536,u+0001f475
2537,u+0001f475u+0001f3ff
2538,u+0001f476
2539,u+0001f476u+0001f3fb
2540,u+0001f476
2541,u+0001f476u+0001f3fc
2542,u+0001f476
2543,u+0001f476u+0001f3fd
2544,u+0001f476
2545,u+0001f476u+0001f3fe
2546,u+0001f476
2547,u+0001f476u+0001f3ff
2548,u+0001f477
2549,u+0001f477u+0001f3fb
2550,u+0001f477
2551,u+0001f477u+0001f3fc
2552,u+0001f477
2553,u+0001f477u+0001f3fd
2554,u+0001f477
2555,u+0001f477u+0001f3fe
2556,u+0001f477
2557,u+0001f477u+0001f3ff
2558,u+0001f478
2559,u+0001f478u+0001f3fb
2560,u+0001f478
2561,u+0001f478u+0001f3fc
2562,u+0001f478
2563,u+0001f478u+0001f3fd
2564,u+0001f478
2565,u+0001f478u+0001f3fe
2566,u+0001f478
2567,u+0001f478u+0001f3ff
2568,u+0001f47c
2569,u+0001f47cu+0001f3fb
2570,u+0001f47c
2571,u+0001f47cu+0001f3fc
2572,u+0001f47c
2573,u+0001f47cu+0001f3fd
2574,u+0001f47c
2575,u+0001f47cu+0001f3fe
2576,u+0001f47c
2577,u+0001f47cu+0001f3ff
2578,u+0001f481
2579,u+0001f481u+0001f3fb
2580,u+0001f481
2581,u+0001f481u+0001f3fc
2582,u+0001f481
2583,u+0001f481u+0001f3fd
2584,u+0001f481
2585,u+0001f481u+0001f3fe
2586,u+0001f481
2587,u+0001f481u+0001f3ff
2588,u+0001f482
2589,u+0001f482u+0001f3fb
2590,u+0001f482
2591,u+0001f482u+0001f3fc
2592,u+0001f482
2593,u+0001f482u+0001f3fd
2594,u+0001f482
2595,u+0001f482u+0001f3fe
2596,u+0001f482
2597,u+0001f482u+0001f3ff
2598,u+0001f483
2599,u+0001f483u+0001f3fb
2600,u+0001f483
2601,u+0001f483u+0001f3fc
2602,u+0001f483
2603,u+0001f483u+0001f3fd
2604,u+0001f483
2605,u+0001f483u+0001f3fe
2606,u+0001f483
2607,u+0001f483u+0001f3ff
2608,u+0001f485
2609,u+0001f485u+0001f3fb
2610,u+0001f485
2611,u+0001f485u+0001f3fc
2612,u+0001f485
2613,u+0001f485u+0001f3fd
2614,u+0001f485
2615,u+0001f485u+0001f3fe
2616,u+0001f485
2617,u+0001f485u+0001f3ff
2618,u+0001f486
2619,u+0001f486u+0001f3fb
2620,u+0001f486
2621,u+0001f486u+0001f3fc
2622,u+0001f486
2623,u+0001f486u+0001f3fd
2624,u+0001f486
2625,u+0001f486u+0001f3fe
2626,u+0001f486
2627,u+0001f486u+0001f3ff
2628,u+0001f487
2629,u+0001f487u+0001f3fb
2630,u+0001f487
2631,u+0001f487u+0001f3fc
2632,u+0001f487
2633,u+0001f487u+0001f3fd
2634,u+0001f487
2635,u+0001f487u+0001f3fe
2636,u+0001f487
2637,u+0001f487u+0001f3ff
2638,u+0001f48f
2639,u+0001f48fu+0001f3fb
2640,u+0001f48f
2641,u+0001f48fu+0001f3fc
2642,u+0001f48f
2643,u+0001f48fu+0001f3fd
2644,u+0001f48f
2645,u+0001f48fu+0001f3fe
2646,u+0001f48f
2647,u+0001f48fu+0001f3ff
2648,u+0001f491
2649,u+0001f491u+0001f3fb
2650,u+0001f491
2651,u+0001f491u+0001f3fc
2652,u+0001f491
2653,u+0001f491u+0001f3fd
2654,u+0001f491
2655,u+0001f491u+0001f3fe
2656,u+0001f491
2657,u+0001f491u+0001f3ff
2658,u+0001f4aa
2659,u+0001f4aau+0001f3fb
2660,u+0001f4aa
2661,u+0001f4aau+0001f3fc
2662,u+0001f4aa
2663,u+0001f4aau+0001f3fd
2664,u+0001f4aa
2665,u+0001f4aau+0001f3fe
2666,u+0001f4aa
2667,u+0001f4aau+0001f3ff
2668,u+0001f574
2669,u+0001f574u+0001f3fb
2670,u+0001f574
2671,u+0001f574u+0001f3fc
2672,u+0001f574
2673,u+0001f574u+0001f3fd
2674,u+0001f574
2675,u+0001f574u+0001f3fe
2676,u+0001f574
2677,u+0001f574u+0001f3ff
2678,u+0001f575
2679,u+0001f575u+0001f3fb
2680,u+0001f575
2681,u+0001f575u+0001f3fc
2682,u+0001f575
2683,u+0001f575u+0001f3fd
2684,u+0001f575
2685,u+0001f575u+0001f3fe
2686,u+0001f575
2687,u+0001f575u+0001f3ff
2688,u+0001f57a
2689,u+0001f57au+0001f3fb
2690,u+0001f57a
2691,u+0001f57au+0001f3fc
2692,u+0001f57a
2693,u+0001f57au+0001f3fd
2694,u+0001f57a
2695,u+0001f57au+0001f3fe
2696,u+0001f57a
2697,u+0001f57au+0001f3ff
2698,u+0001f590
2699,u+0001f590u+0001f3fb
2700,u+0001f590
2701,u+0001f590u+0001f3fc
2702,u+0001f590
2703,u+0001f590u+0001f3fd
2704,u+0001f590
2705,u+0001f590u+0001f3fe
2706,u+0001f590
2707,u+0001f590u+0001f3ff
2708,u+0001f595
2709,u+0001f595u+0001f3fb
2710,u+0001f595
2711,u+0001f595u+0001f3fc
2712,u+0001f595
2713,u+0001f595u+0001f3fd
2714,u+0001f595
2715,u+0001f595u+0001f3fe
2716,u+0001f595
2717,u+0001f595u+0001f3ff
2718,u+0001f596
2719,u+0001f596u+0001f3fb
2720,u+0001f596
2721,u+0001f596u+0001f3fc
2722,u+0001f596
2723,u+0001f596u+0001f3fd
2724,u+0001f596
2725,u+0001f596u+0001f3fe
2726,u+0001f596
2727,u+0001f596u+0001f3ff
2728,u+0001f645
2729,u+0001f645u+0001f3fb
2730,u+0001f645
2731,u+0001f645u+0001f3fc
2732,u+0001f645
2733,u+0001f645u+0001f3fd
2734,u+0001f645
2735,u+0001f645u+0001f3fe
2736,u+0001f645
2737,u+0001f645u+0001f3ff
2738,u+0001f646
2739,u+0001f646u+0001f3fb
2740,u+0001f646
2741,u+0001f646u+0001f3fc
2742,u+0001f646
2743,u+0001f646u+0001f3fd
2744,u+0001f646
2745,u+0001f646u+0001f3fe
2746,u+0001f646
2747,u+0001f646u+0001f3ff
2748,u+0001f647
2749,u+0001f647u+0001f3fb
2750,u+0001f647
2751,u+0001f647u+0001f3fc
2752,u+0001f647
2753,u+0001f647u+0001f3fd
2754,u+0001f647
2755,u+0001f647u+0001f3fe
2756,u+0001f647
2757,u+0001f647u+0001f3ff
2758,u+0001f64b
2759,u+0001f64bu+0001f3fb
2760,u+0001f64b
2761,u+0001f64bu+0001f3fc
2762,u+0001f64b
2763,u+0001f64bu+0001f3fd
2764,u+0001f64b
2765,u+0001f64bu+0001f3fe
2766,u+0001f64b
2767,u+0001f64bu+0001f3ff
2768,u+0001f64c
2769,u+0001f64cu+0001f3fb
2770,u+0001f64c
2771,u+0001f64cu+0001f3fc
2772,u+0001f64c
2773,u+0001f64cu+0001f3fd
2774,u+0001f64c
2775,u+0001f64cu+0001f3fe
2776,u+0001f64c
2777,u+0001f64cu+0001f3ff
2778,u+0001f64d
2779,u+0001f64du+0001f3fb
2780,u+0001f64d
2781,u+0001f64du+0001f3fc
2782,u+0001f64d
2783,u+0001f64du+0001f3fd
2784,u+0001f64d
2785,u+0001f64du+0001f3fe
2786,u+0001f64d
2787,u+0001f64du+0001f3ff
2788,u+0001f64e
2789,u+0001f64eu+0001f3fb
2790,u+0001f64e
2791,u+0001f64eu+0001f3fc
2792,u+0001f64e
2793,u+0001f64eu+0001f3fd
2794,u+0001f64e
2795,u+0001f64eu+0001f3fe
2796,u+0001f64e
2797,u+0001f64eu+0001f3ff
2798,u+0001f64f
2799,u+0001f64fu+0001f3fb
2800,u+0001f64f
2801,u+0001f64fu+0001f3fc
2802,u+0001f64f
2803,u+0001f64fu+0001f3fd
2804,u+0001f64f
2805,u+0001f64fu+0001f3fe
2806,u+0001f64f
2807,u+0001f64fu+0001f3ff
2808,u+0001f6a3
2809,u+0001f6a3u+0001f3fb
2810,u+0001f6a3
2811,u+0001f6a3u+0001f3fc
2812,u+0001f6a3
2813,u+0001f6a3u+0001f3fd
2814,u+0001f6a3
2815,u+0001f6a3u+0001f3fe
2816,u+0001f6a3
2817,u+0001f6a3u+0001f3ff
2818,u+0001f6b4
2819,u+0001f6b4u+0001f3fb
2820,u+0001f6b4
2821,u+0001f6b4u+0001f3fc
2822,u+0001f6b4
2823,u+0001f6b4u+0001f3fd
2824,u+0001f6b4
2825,u+0001f6b4u+0001f3fe
2826,u+0001f6b4
2827,u+0001f6b4u+0001f3ff
2828,u+0001f6b5
2829,u+0001f6b5u+0001f3fb
2830,u+0001f6b5
2831,u+0001f6b5u+0001f3fc
2832,u+0001f6b5
2833,u+0001f6b5u+0001f3fd
2834,u+0001f6b5
2835,u+0001f6b5u+0001f3fe
2836,u+0001f6b5
2837,u+0001f6b5u+0001f3ff
2838,u+0001f6b6
2839,u+0001f6b6u+0001f3fb
2840,u+0001f6b6
2841,u+0001f6b6u+0001f3fc
2842,u+0001f6b6
2843,u+0001f6b6u+0001f3fd
2844,u+0001f6b6
2845,u+0001f6b6u+0001f3fe
2846,u+0001f6b6
2847,u+0001f6b6u+0001f3ff
2848,u+0001f6c0
2849,u+0001f6c0u+0001f3fb
2850,u+0001f6c0
2851,u+0001f6c0u+0001f3fc
2852,u+0001f6c0
2853,u+0001f6c0u+0001f3fd
2854,u+0001f6c0
2855,u+0001f6c0u+0001f3fe
2856,u+0001f6c0
2857,u+0001f6c0u+0001f3ff
2858,u+0001f6cc
2859,u+0001f6ccu+0001f3fb
2860,u+0001f6cc
2861,u+0001f6ccu+0001f3fc
2862,u+0001f6cc
2863,u+0001f6ccu+0001f3fd
2864,u+0001f6cc
2865,u+0001f6ccu+0001f3fe
2866,u+0001f6cc
2867,u+0001f6ccu+0001f3ff
2868,u+0001f90c
2869,u+0001f90cu+0001f3fb
2870,u+0001f90c
2871,u+0001f90cu+0001f3fc
2872,u+0001f90c
2873,u+0001f90cu+0001f3fd
2874,u+0001f90c
2875,u+0001f90cu+0001f3fe
2876,u+0001f90c
2877,u+0001f90cu+0001f3ff
2878,u+0001f90f
2879,u+0001f90fu+0001f3fb
2880,u+0001f90f
2881,u+0001f90fu+0001f3fc
2882,u+0001f90f
2883,u+0001f90fu+0001f3fd
2884,u+0001f90f
2885,u+0001f90fu+0001f3fe
2886,u+0001f90f
2887,u+0001f90fu+0001f3ff
2888,u+0001f918
2889,u+0001f918u+0001f3fb
2890,u+0001f918
2891,u+0001f918u+0001f3fc
2892,u+0001f918
2893,u+0001f918u+0001f3fd
2894,u+0001f918
2895,u+0001f918u+0001f3fe
2896,u+0001f918
2897,u+0001f918u+0001f3ff
2898,u+0001f919
2899,u+0001f919u+0001f3fb
2900,u+0001f919
2901,u+0001f919u+0001f3fc
2902,u+0001f919
2903,u+0001f919u+0001f3fd
2904,u+0001f919
2905,u+0001f919u+0001f3fe
2906,u+0001f919
2907,u+0001f919u+0001f3ff
2908,u+0001f91a
2909,u+0001f91au+0001f3fb
2910,u+0001f91a
2911,u+0001f91au+0001f3fc
2912,u+0001f91a
2913,u+0001f91au+0001f3fd
2914,u+0001f91a
2915,u+0001f91au+0001f3fe
2916,u+0001f91a
2917,u+0001f91au+0001f3ff
2918,u+0001f91b
2919,u+0001f91bu+0001f3fb
2920,u+0001f91b
2921,u+0001f91bu+0001f3fc
2922,u+0001f91b
2923,u+0001f91bu+0001f3fd
2924,u+0001f91b
2925,u+0001f91bu+0001f3fe
2926,u+0001f91b
2927,u+0001f91bu+0001f3ff
2928,u+0001f91c
2929,u+0001f91cu+0001f3fb
2930,u+0001f91c
2931,u+0001f91cu+0001f3fc
2932,u+0001f91c
2933,u+0001f91cu+0001f3fd
2934,u+0001f91c
2935,u+0001f91cu+0001f3fe
2936,u+0001f91c
2937,u+0001f91cu+0001f3ff
2938,u+0001f91d
2939,u+0001f91du+0001f3fb
2940,u+0001f91d
2941,u+0001f91du+0001f3fc
2942,u+0001f91d
2943,u+0001f91du+0001f3fd
2944,u+0001f91d
2945,u+0001f91du+0001f3fe
2946,u+0001f91d
2947,u+0001f91du+0001f3ff
2948,u+0001f91e
2949,u+0001f91eu+0001f3fb
2950,u+0001f91e
2951,u+0001f91eu+0001f3fc
2952,u+0001f91e
2953,u+0001f91eu+0001f3fd
2954,u+0001f91e
2955,u+0001f91eu+0001f3fe
2956,u+0001f91e
2957,u+0001f91eu+0001f3ff
2958,u+0001f91f
2959,u+0001f91fu+0001f3fb
2960,u+0001f91f
2961,u+0001f91fu+0001f3fc
2962,u+0001f91f
2963,u+0001f91fu+0001f3fd
2964,u+0001f91f
2965,u+0001f91fu+0001f3fe
2966,u+0001f91f
2967,u+0001f91fu+0001f3ff
2968,u+0001f926
2969,u+0001f926u+0001f3fb
2970,u+0001f926
2971,u+0001f926u+0001f3fc
2972,u+0001f926
2973,u+0001f926u+0001f3fd
2974,u+0001f926
2975,u+0001f926u+0001f3fe
2976,u+0001f926
2977,u+0001f926u+0001f3ff
2978,u+0001f930
2979,u+0001f930u+0001f3fb
2980,u+0001f930
2981,u+0001f930u+0001f3fc
2982,u+0001f930
2983,u+0001f930u+0001f3fd
2984,u+0001f930
2985,u+0001f930u+0001f3fe
2986,u+0001f930
2987,u+0001f930u+0001f3ff
2988,u+0001f931
2989,u+0001f931u+0001f3fb
2990,u+0001f931
2991,u+0001f931u+0001f3fc
2992,u+0001f931
2993,u+0001f931u+0001f3fd
2994,u+0001f931
2995,u+0001f931u+0001f3fe
2996,u+0001f931
2997,u+0001f931u+0001f3ff
2998,u+0001f932
2999,u+0001f932u+0001f3fb
3000,u+0001f932
3001,u+0001f932u+0001f3fc
3002,u+0001f932
3003,u+0001f932u+0001f3fd
3004,u+0001f932
3005,u+0001f932u+0001f3fe
3006,u+0001f932
3007,u+0001f932u+0001f3ff
3008,u+0001f933
3009,u+0001f933u+0001f3fb
3010,u+0001f933
3011,u+0001f933u+0001f3fc
3012,u+0001f933
3013,u+0001f933u+0001f3fd
3014,u+0001f933
3015,u+0001f933u+0001f3fe
3016,u+0001f933
3017,u+0001f933u+0001f3ff
3018,u+0001f934
3019,u+0001f934u+0001f3fb
3020,u+0001f934
3021,u+0001f934u+0001f3fc
3022,u+0001f934
3023,u+0001f934u+0001f3fd
3024,u+0001f934
3025,u+0001f934u+0001f3fe
3026,u+0001f934
3027,u+0001f934u+0001f3ff
3028,u+0001f935
3029,u+0001f935u+0001f3fb
3030,u+0001f935
3031,u+0001f935u+0001f3fc
3032,u+0001f935
3033,u+0001f935u+0001f3fd
3034,u+0001f935
3035,u+0001f935u+0001f3fe
3036,u+0001f935
3037,u+0001f935u+0001f3ff
3038,u+0001f936
3039,u+0001f936u+0001f3fb
3040,u+0001f936
3041,u+0001f936u+0001f3fc
3042,u+0001f936
3043,u+0001f936u+0001f3fd
3044,u+0001f936
3045,u+0001f936u+0001f3fe
3046,u+0001f936
3047,u+0001f936u+0001f3ff
3048,u+0001f937
3049,u+0001f937u+0001f3fb
3050,u+0001f937
3051,u+0001f937u+0001f3fc
3052,u+0001f937
3053,u+0001f937u+0001f3fd
3054,u+0001f937
3055,u+0001f937u+0001f3fe
3056,u+0001f937
3057,u+0001f937u+0001f3ff
3058,u+0001f938
3059,u+0001f938u+0001f3fb
3060,u+0001f938
3061,u+0001f938u+0001f3fc
3062,u+0001f938
3063,u+0001f938u+0001f3fd
3064,u+0001f938
3065,u+0001f938u+0001f3fe
3066,u+0001f938
3067,u+0001f938u+0001f3ff
3068,u+0001f939
3069,u+0001f939u+0001f3fb
3070,u+0001f939
3071,u+0001f939u+0001f3fc
3072,u+0001f939
3073,u+0001f939u+0001f3fd
3074,u+0001f939
3075,u+0001f939u+0001f3fe
3076,u+0001f939
3077,u+0001f939u+0001f3ff
3078,u+0001f93d
3079,u+0001f93du+0001f3fb
3080,u+0001f93d
3081,u+0001f93du+0001f3fc
3082,u+0001f93d
3083,u+0001f93du+0001f3fd
3084,u+0001f93d
3085,u+0001f93du+0001f3fe
3086,u+0001f93d
3087,u+0001f93du+0001f3ff
3088,u+0001f93e
3089,u+0001f93eu+0001f3fb
3090,u+0001f93e
3091,u+0001f93eu+0001f3fc
3092,u+0001f93e
3093,u+0001f93eu+0001f3fd
3094,u+0001f93e
3095,u+0001f93eu+0001f3fe
3096,u+0001f93e
3097,u+0001f93eu+0001f3ff
3098,u+0001f977
3099,u+0001f977u+0001f3fb
3100,u+0001f977
3101,u+0001f977u+0001f3fc
3102,u+0001f977
3103,u+0001f977u+0001f3fd
3104,u+0001f977
3105,u+0001f977u+0001f3fe
3106,u+0001f977
3107,u+0001f977u+0001f3ff
3108,u+0001f9b5
3109,u+0001f9b5u+0001f3fb
3110,u+0001f9b5
3111,u+0001f9b5u+0001f3fc
3112,u+0001f9b5
3113,u+0001f9b5u+0001f3fd
3114,u+0001f9b5
3115,u+0001f9b5u+0001f3fe
3116,u+0001f9b5
3117,u+0001f9b5u+0001f3ff
3118,u+0001f9b6
3119,u+0001f9b6u+0001f3fb
3120,u+0001f9b6
3121,u+0001f9b6u+0001f3fc
3122,u+0001f9b6
3123,u+0001f9b6u+0001f3fd
3124,u+0001f9b6
3125,u+0001f9b6u+0001f3fe
3126,u+0001f9b6
3127,u+0001f9b6u+0001f3ff
3128,u+0001f9b8
3129,u+0001f9b8u+0001f3fb
3130,u+0001f9b8
3131,u+0001f9b8u+0001f3fc
3132,u+0001f9b8
3133,u+0001f9b8u+0001f3fd
3134,u+0001f9b8
3135,u+0001f9b8u+0001f3fe
3136,u+0001f9b8
3137,u+0001f9b8u+0001f3ff
3138,u+0001f9b9
3139,u+0001f9b9u+0001f3fb
3140,u+0001f9b9
3141,u+0001f9b9u+0001f3fc
3142,u+0001f9b9
3143,u+0001f9b9u+0001f3fd
3144,u+0001f9b9
3145,u+0001f9b9u+0001f3fe
3146,u+0001f9b9
3147,u+0001f9b9u+0001f3ff
3148,u+0001f9bb
3149,u+0001f9bbu+0001f3fb
3150,u+0001f9bb
3151,u+0001f9bbu+0001f3fc
3152,u+0001f9bb
3153,u+0001f9bbu+0001f3fd
3154,u+0001f9bb
3155,u+0001f9bbu+0001f3fe
3156,u+0001f9bb
3157,u+0001f9bbu+0001f3ff
3158,u+0001f9cd
3159,u+0001f9cdu+0001f3fb
3160,u+0001f9cd
3161,u+0001f9cdu+0001f3fc
3162,u+0001f9cd
3163,u+0001f9cdu+0001f3fd
3164,u+0001f9cd
3165,u+0001f9cdu+0001f3fe
3166,u+0001f9cd
3167,u+0001f9cdu+0001f3ff
3168,u+0001f9ce
3169,u+0001f9ceu+0001f3fb
3170,u+0001f9ce
3171,u+0001f9ceu+0001f3fc
3172,u+0001f9ce
3173,u+0001f9ceu+0001f3fd
3174,u+0001f9ce
3175,u+0001f9ceu+0001f3fe
3176,u+0001f9ce
3177,u+0001f9ceu+0001f3ff
3178,u+0001f9cf
3179,u+0001f9cfu+0001f3fb
3180,u+0001f9cf
3181,u+0001f9cfu+0001f3fc
3182,u+0001f9cf
3183,u+0001f9cfu+0001f3fd
3184,u+0001f9cf
3185,u+0001f9cfu+0001f3fe
3186,u+0001f9cf
3187,u+0001f9cfu+0001f3ff
3188,u+0001f9d1
3189,u+0001f9d1u+0001f3fb
3190,u+0001f9d1
3191,u+0001f9d1u+0001f3fc
